Week,Site,Individual,Nail_Num,Species,Date,Phenology_Stage,Height,Perc_Green,Notes
4,RA23,10,10,BOGR,4/26/2022,3,0.3,0.5,some other grass poking through
4,RA29B,1,1.1,ACsp,4/24/2022,3,2,25,
4,RA29B,1,1.2,POSE,4/24/2022,4,2,55,
4,RA29B,1,F1,ERCA,4/24/2022,3,0.4,15,
4,RA29B,2,2.2,POSE,4/24/2022,4,2.5,80,
4,RA29B,2,2.1,POSE,4/24/2022,4,2.1,80,
4,RA29B,2,F2,ERHO,4/24/2022,4,0.2,55,
4,RA29B,3,3.1,ELEL,4/24/2022,4,3.4,50,
4,RA29B,3,3.2,POSE,4/24/2022,5,3,85,
4,RA29B,3,F3,STAC,4/24/2022,3,0.3,30,
4,RA29B,4,4.1,ELEL,4/24/2022,3,3.7,75,
4,RA29B,4,4.2,POSE,4/24/2022,4,2.9,90,
4,RA29B,4,F4,STAC,4/24/2022,3,0.4,20,
4,RA29B,5,5.2,POSE,4/24/2022,4,1.9,70,
4,RA29B,5,5.1,ACHY,4/24/2022,3,1.2,10,very little growth
4,RA29B,5,F5,PHHO,4/24/2022,3,0.7,85,
4,RA29B,6,6.1,ACHY,4/24/2022,3,2.9,25,
4,RA29B,6,6.2,POSE,4/24/2022,5,2.3,90,
4,RA29B,6,F6,PHHO,4/24/2022,3,0.4,85,
4,RA29B,7,7.2,POSE,4/24/2022,4,2.2,85,
4,RA29B,7,7.1,POFE,4/24/2022,4,2,75,
4,RA29B,7,F7,STAC,4/24/2022,3,0.5,25,
4,RA29B,8,8.1,POFE,4/24/2022,3,3.2,55,
4,RA29B,8,8.2,POSE,4/24/2022,4,2,80,
4,RA29B,8,F8,LOsp,4/24/2022,3,0.7,10,
4,RA29B,9,9.3,ELEL,4/24/2022,3,4.2,40,
4,RA29B,9,9.1,ACsp,4/24/2022,3,3.9,55,
4,RA29B,9,9.2,POSE,4/24/2022,5,2.4,90,
4,RA29B,9,F9,PHLO,4/24/2022,3,0.4,30,
4,RA29B,10,10.1,POFE,4/24/2022,3,2.2,50,
4,RA29B,10,10.2,POSE,4/24/2022,4,1.2,85,
4,RA29B,10,F10,PHHO,4/24/2022,5,0.6,95,
5,RA03,1,1.1,HECO,4/29/2022,3,3.1,35,
5,RA03,1,1.2,POSE,4/29/2022,5,2.5,90,
5,RA03,1,F1,ANsp,4/29/2022,3,0.5,90,fully green but some new growth from middle
5,RA03,2,2.2,HECO,4/29/2022,3,3.8,25,
5,RA03,2,2.1,HECO,4/29/2022,3,2.1,40,
5,RA03,2,F2,PHHO,4/29/2022,7,0.4,95,"phlox very early buds, close to a 4"
5,RA03,3,3.1,POFE,4/29/2022,3,3.4,50,close to a 4
5,RA03,3,3.2,POSE,4/29/2022,4,1.4,85,
5,RA03,3,F3,ANsp,4/29/2022,3,0.4,90,fully green but some new growth from middle
5,RA03,4,4.1,ELEL,4/29/2022,3,2.8,70,"unsure about sp ID (check ID, listed as ACHY here)"
5,RA03,4,F4,LERE,4/29/2022,4,2.3,100,
5,RA03,4,4.2,POSE,4/29/2022,5,1.8,85,
5,RA03,5,5.1,POFE,4/29/2022,3,4.8,55,
5,RA03,5,5.2,POFE,4/29/2022,5,2.5,90,
5,RA03,5,F5,PHHO,4/29/2022,3,0.4,35,
5,RA03,6,6.1,ELEL,4/29/2022,3,3.3,25,
5,RA03,6,6.2,POSE,4/29/2022,5,2.5,85,
5,RA03,6,F6,ERCA,4/29/2022,4,0.3,80,
5,RA03,7,7.1,ELEL,4/29/2022,4,4.3,60,
5,RA03,7,7.2,POSE,4/29/2022,5,2.1,75,
5,RA03,7,F7,LERE,4/29/2022,4,1.6,100,
5,RA03,8,8.1,POFE,4/29/2022,4,3.3,70,
5,RA03,8,8.2,POSE,4/29/2022,4,2.3,90,
5,RA03,8,F8 top,PHLO,4/29/2022,4,0.4,80,first time seeing new growth in middle
5,RA03,9,9.1,HECO,4/29/2022,3,3.4,60,
5,RA03,9,9.2,POSE,4/29/2022,5,3,90,
5,RA03,9,F9,ANsp,4/29/2022,4,1.1,75,not sure how to track this sp
5,RA03,10,10.1,POFE,4/29/2022,4,5.8,80,unsure sp
5,RA03,10,10.2,POSE,4/29/2022,5,2.4,90,
5,RA03,10,F10,PHHO,4/29/2022,3,0.4,10,
5,RA05,1,1.1,ELEL,4/30/2022,4,2.9,20,
5,RA05,1,1.2,POSE,4/30/2022,4,2.5,75,
5,RA05,1,F1.2,PHHO,4/30/2022,3,0.4,10,"moved F1 nail to nearest phlox that had some level of green, phlox fully dead"
5,RA05,1,F1,PHHO,4/30/2022,1,0,0,"moved F1 nail to nearest phlox that had some level of green, phlox fully dead"
5,RA05,2,2.1,ELEL,4/30/2022,4,3.1,35,
5,RA05,2,2.2,POSE,4/30/2022,5,2.3,80,
5,RA05,2,F2,PHHO,4/30/2022,4,0.4,65,
5,RA05,3,3.1,POSE,4/30/2022,5,2.5,80,
5,RA05,3,3.2,POSE,4/30/2022,4,2.1,80,close to a 5
5,RA05,3,F3,EROV,4/30/2022,3,0.4,60,succulent where some is turning more green
5,RA05,4,4.1,ACHY,4/30/2022,3,2.8,50,
5,RA05,4,4.2,POSE,4/30/2022,5,1.4,85,borderline 4
5,RA05,4,F4,PHHO,4/30/2022,9,0.4,75,buds and flowers
5,RA05,5,5.1,POSE,4/30/2022,5,1.9,80,borderline 4
5,RA05,5,5.2,POSE,4/30/2022,5,1.6,70,
5,RA05,5,F5,PHHO,4/30/2022,9,0.4,90,buds and flowers
5,RA05,6,6.1,HECO,4/30/2022,3,3,50,
5,RA05,6,6.2,POSE,4/30/2022,5,2.2,90,
5,RA05,6,F6,PHHO,4/30/2022,9,0.4,70,buds and flowers
5,RA05,7,7.1,POSE,4/30/2022,5,2.1,75,borderline 4
5,RA05,7,7.2,POSE,4/30/2022,4,1.7,80,
5,RA05,7,F7,PELA,4/30/2022,4,1.1,90,
5,RA05,8,8.1,ELEL,4/30/2022,5,4.1,55,
5,RA05,8,8.2,POSE,4/30/2022,5,1.7,85,
5,RA05,8,F8,PHHO,4/30/2022,4,0.4,40,"phlox no buds, ones next to it have buds and flowers"
5,RA05,9,9.1,HECO,4/30/2022,3,2.9,45,
5,RA05,9,9.2,POSE,4/30/2022,4,2.7,75,
5,RA05,9,F9,PELA,4/30/2022,3,0.7,70,some new growth from middle
5,RA05,10,10.1,HECO,4/30/2022,3,2.8,40,
5,RA05,10,10.2,POSE,4/30/2022,5,2.1,85,
5,RA05,10,F10,PELA,4/30/2022,4,0.9,90,mostly new growth
5,RA07,1,1.1,ACHY,4/30/2022,3,2.3,40,
5,RA07,1,1.2,POSE,4/30/2022,4,1.7,75,
5,RA07,1,F1,ANDI,4/30/2022,4,0.5,85,flowers from nearby mustard poking through
5,RA07,2,2.1,POSE,4/30/2022,5,2.4,80,
5,RA07,2,2.2,POSE,4/30/2022,5,2.1,70,
5,RA07,2,F2,ERCA,4/30/2022,3,0.3,25,succulent just turning green
5,RA07,3,3.1,POSE,4/30/2022,5,2.4,90,
5,RA07,3,3.2,POSE,4/30/2022,5,2.1,85,
5,RA07,3,F3,ERCA,4/30/2022,3,0.3,10,less green than '2'
5,RA07,4,4.1,POSE,4/30/2022,4,2.2,85,
5,RA07,4,4.2,POSE,4/30/2022,5,2.1,85,
5,RA07,4,F4,ERCA,4/30/2022,3,0.4,15,less green than '2'
5,RA07,5,5.1,POSE,4/30/2022,4,2.2,85,
5,RA07,5,5.2,POSE,4/30/2022,4,2,85,
5,RA07,5,F5,ERHO,4/30/2022,4,0.2,75,
5,RA07,6,6.1,HECO,4/30/2022,3,3.8,65,"(check ID, listed as ACHY here)"
5,RA07,6,6.2,POSE,4/30/2022,5,3.1,80,
5,RA07,6,F6,PHHO,4/30/2022,4,0.5,55,phlox no buds visible
5,RA07,7,7.1,ACHY,4/30/2022,3,3.7,65,
5,RA07,7,7.2,POSE,4/30/2022,5,2.5,85,
5,RA07,7,F7,ALDE,4/30/2022,9,2.1,85,yellow flowers just appearing (mustard)
5,RA07,8,F8,PHHO,4/30/2022,7,NA,NA,
5,RA07,8,8.1,ACHY,4/30/2022,3,2.7,55,
5,RA07,8,8.2,POSE,4/30/2022,5,1.8,80,"very little old growth, could be 4"
5,RA07,8,F8,LIPU,4/30/2022,3,0.3,35,unsure sp or if forb. Nearby phlox btw 7&9
5,RA07,9,9.1,HECO,4/30/2022,3,2.3,65,
5,RA07,9,9.2,POSE,4/30/2022,5,2.1,90,
5,RA07,9,F9,ALDE,4/30/2022,4,1.2,60,mustard w/out flowers
5,RA07,10,10.2,POSE,4/30/2022,4,2.3,80,could be 5 but long old growth
5,RA07,10,10.1,POSE,4/30/2022,5,2,75,
5,RA07,10,F10,PHHO,4/30/2022,7,0.4,95,phlox early buds
5,RA17,1,1.1,ELsp,4/30/2022,4,5.1,85,
5,RA17,1,1.2,HECO,4/30/2022,3,2.3,60,could be ACHY
5,RA17,1,1,BOGR,4/30/2022,3,0.3,1,
5,RA17,1,F1,CRsp,4/30/2022,8,0.2,100,"seems to be old annual forb, new annuals starting"
5,RA17,2,2.2,HECO,4/30/2022,4,3.3,60,could be 4 but tall old growth
5,RA17,2,2.1,HECO,4/30/2022,3,3.2,40,
5,RA17,2,2,BOGR,4/30/2022,3,0.5,1,
5,RA17,2,F2,CRsp,4/30/2022,8,0.2,100,"seems to be old annual forb, new annuals starting"
5,RA17,3,3.1,HECO,4/30/2022,3,2.9,65,"(check ID, listed as ACHY here)"
5,RA17,3,3.2,HECO,4/30/2022,4,2.4,65,could be 4 but tall old growth
5,RA17,3,3,BOGR,4/30/2022,3,0.4,1,
5,RA17,3,F3,CRsp,4/30/2022,7,0.1,100,"seems to be old annual forb, new annuals starting"
5,RA17,4,F4,ALDE,4/30/2022,10,3.5,70,yellow flowers (mustard)
5,RA17,4,4.1,HECO,4/30/2022,3,3,30,"(check ID, listed as ACHY here)"
5,RA17,4,4.2,HECO,4/30/2022,3,2.7,70,could be 4 but tall old growth
5,RA17,4,4,BOGR,4/30/2022,3,0.4,1,
5,RA17,5,5.1,HECO,4/30/2022,3,6,40,
5,RA17,5,F5,CYAC,4/30/2022,10,3.8,85,big white flower in middle
5,RA17,5,5.2,HECO,4/30/2022,4,2.9,80,"some tall old, could have been 3"
5,RA17,5,5,BOGR,4/30/2022,3,0.4,1,
5,RA17,6,6.1,HECO,4/30/2022,3,3.7,40,
5,RA17,6,6.2,HECO,4/30/2022,4,2.4,70,could be 4 but tall old growth
5,RA17,6,6,BOGR,4/30/2022,3,0.5,1,
5,RA17,7,7.1,HECO,4/30/2022,3,5.6,50,
5,RA17,7,7.2,HECO,4/30/2022,4,2.7,70,"some tall old, could have been 3"
5,RA17,7,F7,CRsp,4/30/2022,4,1.5,85,
5,RA17,7,7,BOGR,4/30/2022,3,0.5,5,
5,RA17,8,8.1,HECO,4/30/2022,3,4.8,30,
5,RA17,8,8.2,HECO,4/30/2022,4,2.7,80,"some tall old, could have been 3"
5,RA17,8,8,BOGR,4/30/2022,3,0.5,1,
5,RA17,9,9.1,ACHY,4/30/2022,3,3.4,70,very close to a 4
5,RA17,9,9.2,HECO,4/30/2022,4,2.7,90,could be 5 but some tall old
5,RA17,9,9,BOGR,4/30/2022,3,0.5,1,
5,RA17,10,10.1,HECO,4/30/2022,3,4.8,55,
5,RA17,10,10.2,HECO,4/30/2022,4,3.4,70,"unsure of sp, tall old growth, could be ACHY?"
5,RA17,10,F10,CRsp,4/30/2022,4,1.5,95,some new leaves growing in middle
5,RA17,10,10,BOGR,4/30/2022,3,0.3,1,
5,RA18,1,1.1,HECO,4/30/2022,3,2.3,35,
5,RA18,1,1.2,POSE,4/30/2022,5,2.1,90,
5,RA18,1,1,BOGR,4/30/2022,3,0.2,5,
5,RA18,1,F1,ERHO,4/30/2022,4,0.2,10,
5,RA18,2,2.1,HECO,4/30/2022,3,2.5,55,
5,RA18,2,2.2,POSE,4/30/2022,5,2.3,80,
5,RA18,2,2,BOGR,4/30/2022,3,0.3,5,
5,RA18,2,F2,ERHO,4/30/2022,4,0.2,15,
5,RA18,3,3.1,HECO,4/30/2022,3,2.2,50,
5,RA18,3,3.2,POSE,4/30/2022,5,2.1,75,
5,RA18,3,F3.2,PHHO,4/30/2022,7,0.4,40,moved F3 nail to phlox next to main one marked
5,RA18,3,3,BOGR,4/30/2022,3,0.3,1,
5,RA18,3,F3,PHHO,4/30/2022,1,0,0,moved F3 nail to phlox next to main one marked
5,RA18,4,4.1,ACHY,4/30/2022,3,3.3,55,
5,RA18,4,4.2,POSE,4/30/2022,5,2,80,
5,RA18,4,F4,PHHO,4/30/2022,7,0.5,60,phlox one small bud
5,RA18,4,4,BOGR,4/30/2022,3,0.2,0.5,
5,RA18,5,5.1,HECO,4/30/2022,3,3.3,60,
5,RA18,5,5.2,POSE,4/30/2022,5,2.1,80,
5,RA18,5,F5,LERE,4/30/2022,4,1.9,100,
5,RA18,5,5,BOGR,4/30/2022,3,0.3,1,
5,RA18,6,6.1,HECO,4/30/2022,3,3.5,20,
5,RA18,6,6.2,POSE,4/30/2022,5,2.6,85,
5,RA18,6,F6,ASPU,4/30/2022,4,0.8,70,
5,RA18,6,6,BOGR,4/30/2022,3,0.3,5,
5,RA18,7,7.1,HECO,4/30/2022,3,3.3,40,
5,RA18,7,7.2,POSE,4/30/2022,5,1.8,80,
5,RA18,7,7,BOGR,4/30/2022,3,0.5,1,
5,RA18,7,F7,PHHO,4/30/2022,7,0.4,70,phlox w/ some buds
5,RA18,8,8.1,HECO,4/30/2022,3,3.5,40,
5,RA18,8,F8,ALDE,4/30/2022,8,1.8,70,"mustard w/out flowers, some buds"
5,RA18,8,8.2,POSE,4/30/2022,5,1.7,80,
5,RA18,8,8,BOGR,4/30/2022,3,0.2,5,
5,RA18,9,9.1,ELsp,4/30/2022,3,4.8,30,
5,RA18,9,9.2,POSE,4/30/2022,5,2.6,80,just barely past a 4
5,RA18,9,9,BOGR,4/30/2022,3,0.2,1,
5,RA18,9,F9,ERHO,4/30/2022,4,0.2,90,nearby phlox is solid 10
5,RA18,10,10.1,HECO,4/30/2022,3,2.4,30,
5,RA18,10,10.2,POSE,4/30/2022,5,1.9,85,
5,RA18,10,F10,LERE,4/30/2022,4,1.1,100,
5,RA18,10,10,BOGR,4/30/2022,3,0.2,1,
5,RA22,1,1.2,POSE,4/29/2022,5,1.7,90,
5,RA22,1,1.1,HECO,4/29/2022,3,1.5,40,
5,RA22,1,1,BOGR,4/29/2022,3,0.3,0.5,
5,RA22,1,F1,PHHO,4/29/2022,7,0.3,90,lots of little buds
5,RA22,2,2.1,HECO,4/29/2022,3,1.3,35,
5,RA22,2,2.2,ACHY,4/29/2022,4,1.3,70,much brown at leaf tips
5,RA22,2,F2,LERE,4/29/2022,4,1.2,100,
5,RA22,2,2,BOGR,4/29/2022,2,0.1,0.1,
5,RA22,3,3.1,HECO,4/29/2022,3,2.3,75,very close to a 4
5,RA22,3,3.2,POSE,4/29/2022,5,2,90,
5,RA22,3,F3,PHHO,4/29/2022,7,0.4,95,
5,RA22,3,3,BOGR,4/29/2022,3,0.2,0.5,
5,RA22,4,4.1,HECO,4/29/2022,3,1.8,35,
5,RA22,4,4.2,POSE,4/29/2022,5,1.7,95,
5,RA22,4,F4,PHHO,4/29/2022,7,0.4,95,
5,RA22,4,4,BOGR,4/29/2022,3,0.2,0.5,
5,RA22,5,5.2,POSE,4/29/2022,5,1.7,85,
5,RA22,5,5.1,HECO,4/29/2022,3,1.2,40,
5,RA22,5,F5,PHHO,4/29/2022,4,0.4,90,no buds
5,RA22,5,5,BOGR,4/29/2022,3,0.3,1,
5,RA22,6,6.1,HECO,4/29/2022,3,1.6,45,
5,RA22,6,6.2,POSE,4/29/2022,4,1.5,75,
5,RA22,6,F6,PHHO,4/29/2022,7,0.4,95,one tiny bud
5,RA22,6,6,BOGR,4/29/2022,3,0.2,1,
5,RA22,7,7.2,POSE,4/29/2022,5,2.1,90,
5,RA22,7,7.1,HECO,4/29/2022,3,1.4,40,
5,RA22,7,F7,PHHO,4/29/2022,4,0.4,70,one tiny bud
5,RA22,7,7,BOGR,4/29/2022,3,0.2,0.5,
5,RA22,8,8.1,POFE,4/29/2022,3,1.5,45,
5,RA22,8,8.2,POSE,4/29/2022,4,1.4,95,
5,RA22,8,F8,EROV,4/29/2022,4,0.5,80,
5,RA22,8,8,BOGR,4/29/2022,3,0.2,0.5,
5,RA22,9,9.2,POSE,4/29/2022,4,1.3,80,
5,RA22,9,9.1,HECO,4/29/2022,3,1.2,30,
5,RA22,9,9,BOGR,4/29/2022,2,0.1,0.1,
5,RA22,9,F9,STAC,4/29/2022,3,0.1,15,much less green than same sp at last site
5,RA22,10,10.2,POSE,4/29/2022,5,2,95,
5,RA22,10,10.1,HECO,4/29/2022,3,1.3,40,
5,RA22,10,F10,PHHO,4/29/2022,7,0.3,70,buds just forming
5,RA22,10,10,BOGR,4/29/2022,2,0.1,0.1,
5,RA23,1,1.1,HECO,4/30/2022,3,4,45,
5,RA23,1,1.2,POSE,4/30/2022,5,2.9,90,
5,RA23,1,F1,ALDE,4/30/2022,10,2.1,80,continuous yellow flowers (mustard)
5,RA23,1,1,BOGR,4/30/2022,3,0.4,5,
5,RA23,2,2.1,HECO,4/30/2022,3,3.4,50,
5,RA23,2,2.2,POSE,4/30/2022,5,3,90,
5,RA23,2,2,BOGR,4/30/2022,3,0.4,1,
5,RA23,2,F2,PHHO,4/30/2022,8,0.4,90,phlox w/ maybe 1 bud
5,RA23,3,3.1,HECO,4/30/2022,3,4.2,30,"(check ID, listed as ACHY here)"
5,RA23,3,3.2,POSE,4/30/2022,5,2.4,85,
5,RA23,3,F3,ALDE,4/30/2022,10,1.5,80,continuous yellow flowers (mustard)
5,RA23,3,3,BOGR,4/30/2022,3,0.4,1,
5,RA23,4,4.1,HECO,4/30/2022,3,2.9,40,"(check ID, listed as ACHY here)"
5,RA23,4,4,BOGR,4/30/2022,3,2,0.5,
5,RA23,4,4.2,HECO,4/30/2022,4,1.7,60,probably a 4 but long old
5,RA23,4,F4,CRsp,4/30/2022,4,1.3,95,
5,RA23,5,5.1,HECO,4/30/2022,3,3.8,40,"(check ID, listed as ACHY here)"
5,RA23,5,F5,ALDE,4/30/2022,10,2.1,70,large flower in middle
5,RA23,5,5.2,POSE,4/30/2022,5,1.7,90,
5,RA23,5,5,BOGR,4/30/2022,3,0.2,1,
5,RA23,6,6.1,HECO,4/30/2022,3,3.3,35,"(check ID, listed as ACHY here)"
5,RA23,6,F6,ALDE,4/30/2022,10,2.4,70,continuous yellow flowers (mustard)
5,RA23,6,6.2,POSE,4/30/2022,4,1.8,80,could be a 5
5,RA23,6,6,BOGR,4/30/2022,3,0.3,1,
5,RA23,7,7.1,HECO,4/30/2022,3,2.7,40,
5,RA23,7,7.2,POSE,4/30/2022,5,1.8,85,
5,RA23,7,F7,PHHO,4/30/2022,10,0.4,95,phlox 1st flowers starting
5,RA23,7,7,BOGR,4/30/2022,3,0.2,0.5,
5,RA23,8,8.2,HECO,4/30/2022,3,3.7,30,
5,RA23,8,8.1,HECO,4/30/2022,3,3.5,35,
5,RA23,8,F8,ALDE,4/30/2022,10,1.7,75,continuous yellow flowers (mustard)
5,RA23,8,8,BOGR,4/30/2022,3,0.2,1,
5,RA23,9,9.2,POSE,4/30/2022,5,2.6,80,
5,RA23,9,9.1,HECO,4/30/2022,3,3.1,35,
5,RA23,9,F9,BOsp,4/30/2022,5,2.2,95,
5,RA23,9,9,BOGR,4/30/2022,3,0.2,1,
5,RA23,10,10.1,ACHY,4/30/2022,3,6,20,
5,RA23,10,10.2,POSE,4/30/2022,5,3.4,90,really 5 but very long old
5,RA23,10,F10,PHHO,4/30/2022,8,0.4,85,phlox 1 little bud
5,RA23,10,10,BOGR,4/30/2022,3,0.2,1,
5,RA29B,1,1.1,ACsp,4/29/2022,3,4.1,20,approaching a 4
5,RA29B,1,1.2,POSE,4/29/2022,4,2.1,65,
5,RA29B,1,F1,ERCA,4/29/2022,4,0.4,85,some parts brighter green
5,RA29B,2,2.2,POSE,4/29/2022,4,2.4,75,
5,RA29B,2,2.1,POSE,4/29/2022,4,2.1,75,
5,RA29B,2,F2,ERHO,4/29/2022,4,0.2,55,"some seems yellow, don’t think it's buds"
5,RA29B,3,3.1,ELEL,4/29/2022,5,4.1,50,
5,RA29B,3,3.2,POSE,4/29/2022,5,2.6,95,
5,RA29B,3,F3,STAC,4/29/2022,3,0.5,40,growing from middle
5,RA29B,4,4.1,ELEL,4/29/2022,3,5.4,65,would be 4 but tall old growth
5,RA29B,4,4.2,POSE,4/29/2022,5,2,95,
5,RA29B,4,F4,STAC,4/29/2022,3,0.6,40,similar to '5' but some middles are yellow -> buds?
5,RA29B,5,5.1,ACHY,4/29/2022,3,2.3,15,very spindly
5,RA29B,5,5.2,POSE,4/29/2022,4,2.2,75,
5,RA29B,5,F5,PHHO,4/29/2022,7,0.3,85,"maybe stage 8, more and bigger buds than '6'"
5,RA29B,6,6.1,ACHY,4/29/2022,3,2.4,20,
5,RA29B,6,6.2,POSE,4/29/2022,5,2.1,95,
5,RA29B,6,F6,PHHO,4/29/2022,7,0.3,70,~2 tiny buds
5,RA29B,7,7.1,POFE,4/29/2022,4,2.2,90,
5,RA29B,7,7.2,POSE,4/29/2022,4,2.1,80,
5,RA29B,7,F7,STAC,4/29/2022,3,0.4,40,
5,RA29B,8,8.1,POFE,4/29/2022,3,4,50,
5,RA29B,8,8.2,POSE,4/29/2022,5,2.1,85,
5,RA29B,8,F8,LOsp,4/29/2022,3,1.1,10,not looking so great
5,RA29B,9,9.3,ELEL,4/29/2022,4,4.3,50,
5,RA29B,9,9.1,ACsp,4/29/2022,3,3.8,50,approaching a 4
5,RA29B,9,9.2,POSE,4/29/2022,5,2.2,95,
5,RA29B,9,F9,PHLO,4/29/2022,3,0.7,35,"some middl growth looks like buds, but likely just leaves"
5,RA29B,10,10.1,POFE,4/29/2022,3,3.1,40,
5,RA29B,10,10.2,POSE,4/29/2022,5,1.8,90,
5,RA29B,10,F10,PHHO,4/29/2022,5,0.4,95,no visible buds
6,RA03,1,1.1,HECO,5/8/2022,4,5,55,4 on avg
6,RA03,1,1.2,POSE,5/8/2022,5,3.1,90,
6,RA03,1,F1,ANsp,5/8/2022,7,0.8,85,buds in middle
6,RA03,2,2.2,HECO,5/8/2022,3,4.4,35,
6,RA03,2,2.1,HECO,5/8/2022,3,3.1,60,
6,RA03,2,F2,PHHO,5/8/2022,9,0.5,95,purpleish phlox
6,RA03,3,3.1,POFE,5/8/2022,9,4.1,70,"unsure sp now, likley POSE, several shoots and can see seeds in shoots"
6,RA03,3,3.2,POSE,5/8/2022,5,2.3,80,
6,RA03,3,F3,ANsp,5/8/2022,4,0.7,80,
6,RA03,4,4.1.2,ELEL,5/8/2022,3,4.7,60,very close to 4; * moved nail 4.1 to nearby ELEL. Previously at unknown sp but not one of the 4
6,RA03,4,F4,LERE,5/8/2022,4,2.5,100,
6,RA03,4,4.2,POSE,5/8/2022,5,2.2,90,
6,RA03,5,5.1,POFE,5/8/2022,9,5.2,55,"5.1 previously classified as ACHY, now likely poa sp. (large seed heads - NOT ACHY)"
6,RA03,5,5.2,POFE,5/8/2022,9,2.2,80,
6,RA03,5,F5,PHHO,5/8/2022,7,0.5,50,
6,RA03,6,6.1,ELEL,5/8/2022,3,3.5,20,
6,RA03,6,6.2,POSE,5/8/2022,7,2.8,85,
6,RA03,6,F6,ERCA,5/8/2022,4,0.4,80,
6,RA03,7,7.1,ELEL,5/8/2022,4,4.7,60,"unsure sp of 7.1; (check ID, listed here as ELEL)"
6,RA03,7,7.2,POSE,5/8/2022,5,2.2,75,one shoot may have been confused as leaf
6,RA03,7,F7,LERE,5/8/2022,4,1.9,100,
6,RA03,8,8.1,POFE,5/8/2022,9,4.4,70,"5.1 previously classified as ACHY, now likely poa sp. (large seed heads - NOT ACHY)"
6,RA03,8,8.2,POSE,5/8/2022,7,2.2,85,
6,RA03,8,F8 top,PHLO,5/8/2022,5,1.9,80,
6,RA03,9,9.1,HECO,5/8/2022,3,4.4,50,
6,RA03,9,9.2,POSE,5/8/2022,7,2.3,75,
6,RA03,9,F9,ANsp,5/8/2022,4,1.5,80,
6,RA03,10,10.1,POFE,5/8/2022,9,3.7,80,"5.1 previously classified as ACHY, now likely poa sp. (large seed heads - NOT ACHY)"
6,RA03,10,10.2,POSE,5/8/2022,7,2.3,85,
6,RA03,10,F10,PHHO,5/8/2022,5,0.6,15,
6,RA05,1,1.1,ELEL,5/7/2022,5,4.1,20,
6,RA05,1,1.2,POSE,5/7/2022,7,2.9,85,two small shoots
6,RA05,1,F1.2,PHHO,5/7/2022,4,0.5,15,
6,RA05,2,2.1,ELEL,5/7/2022,5,4.6,40,
6,RA05,2,2.2,POSE,5/7/2022,7,2.2,90,
6,RA05,2,F2,PHHO,5/7/2022,7,0.5,60,
6,RA05,3,3.1,POSE,5/7/2022,7,2.8,85,lots of shoots
6,RA05,3,3.2,POSE,5/7/2022,7,2.3,85,lots of shoots
6,RA05,3,F3,EROV,5/7/2022,4,0.4,80,
6,RA05,4,4.3,ELEL,5/7/2022,5,3.4,40,couldn't find 4.1 nail. Added nail 4.3 at nearby ELEL
6,RA05,4,4.2,POSE,5/7/2022,7,1.8,80,
6,RA05,4,F4,PHHO,5/7/2022,10,0.5,75,
6,RA05,5,5.1,POSE,5/7/2022,7,2.4,85,
6,RA05,5,5.2,POSE,5/7/2022,7,1.4,70,
6,RA05,5,F5,PHHO,5/7/2022,10,0.5,60,
6,RA05,6,6.1,HECO,5/7/2022,3,3.8,60,very close to a 4
6,RA05,6,6.2,POSE,5/7/2022,9,2.2,90,seeds visible in shoot
6,RA05,6,F6,PHHO,5/7/2022,10,0.5,60,
6,RA05,7,7.2,POSE,5/7/2022,7,2.1,85,one tiny shoot
6,RA05,7,7.1,POSE,5/7/2022,7,1.5,85,
6,RA05,7,F7,PELA,5/7/2022,4,0.8,85,no new growth
6,RA05,8,8.1,ELEL,5/7/2022,5,4.9,70,
6,RA05,8,8.2,POSE,5/7/2022,5,1.9,85,
6,RA05,8,F8,PHHO,5/7/2022,7,0.5,40,
6,RA05,9,9.1,HECO,5/7/2022,3,4.1,45,nearly 4
6,RA05,9,9.2,POSE,5/7/2022,7,2.1,90,
6,RA05,9,F9,PELA,5/7/2022,4,0.7,90,new growth from middle
6,RA05,10,10.1,HECO,5/7/2022,3,3.3,55,
6,RA05,10,10.2,POSE,5/7/2022,7,2.6,85,
6,RA05,10,F10,PELA,5/7/2022,4,1.2,90,all new growth
6,RA07,1,1.1,ACHY,5/7/2022,3,3.4,70,
6,RA07,1,1.2,POSE,5/7/2022,5,2.3,85,
6,RA07,1,F1,ANDI,5/7/2022,7,0.6,95,some buds 1 flower
6,RA07,2,2.2,POSE,5/7/2022,5,2.3,80,
6,RA07,2,2.1,POSE,5/7/2022,7,1.6,85,tiny shoot?
6,RA07,2,F2,ERCA,5/7/2022,7,0.4,70,flower next to
6,RA07,3,3.1,POSE,5/7/2022,5,2.9,85,
6,RA07,3,3.2,POSE,5/7/2022,5,2.5,90,
6,RA07,3,F3,ERCA,5/7/2022,4,0.6,70,
6,RA07,4,4.2,POSE,5/7/2022,5,2.4,85,
6,RA07,4,4.1,POSE,5/7/2022,4,2.1,90,
6,RA07,4,F4,ERCA,5/7/2022,4,0.4,80,
6,RA07,5,5.2,POSE,5/7/2022,7,2.4,85,tiny shoot?
6,RA07,5,5.1,POSE,5/7/2022,7,2.3,85,tiny shoot?
6,RA07,5,F5,ERHO,5/7/2022,4,0.2,50,
6,RA07,6,6.1,HECO,5/7/2022,3,4.1,70,"nearly 4 (check ID, listed here as ACHY)"
